id	lang	question	answer	tags			
FAQ::CTF::193	it	Qual è la procedura corretta per tarare la P560 su lamiera 1.5 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 1.5 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::194	it	CTF su lamiera grecata H75: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. H75. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::195	it	Qual è la procedura corretta per tarare la P560 su trave S355?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S355. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::196	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::197	it	Qual è la procedura corretta per tarare la P560 su lamiera 2×1.0 mm?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: lamiera 2×1.0 mm. Sostituire chiodi danneggiati.	ctf	 posa	 p560	 lamiera
FAQ::CTF::198	it	Qual è la procedura corretta per tarare la P560 su trave S275?	Eseguire prove progressive partendo da cartucce intermedie, controllare assestamento testa chiodo, evitare sovra-penetrazione; validare la taratura su elementi di riserva. Substrato: trave S275. Ripetere controllo ad ogni cambio cartuccia.	ctf	 posa	 p560	 lamiera
FAQ::CTF::199	it	CTF su lamiera grecata con bugne profonde: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. con bugne profonde. Eseguire prove propulsori all’avvio.	ctf	 posa	 p560	 lamiera
FAQ::CTF::200	it	CTF su lamiera grecata trapezoidale: quali step di posa?	Verifica lamiera e aderenza, centratura connettore nel solco, due chiodi HSBR14 con P560 tarata, controllo visivo finale e pulizia prima del getto. trapezoidale. Seguire layout e limiti ETA.	ctf	 posa	 p560	 lamiera
FAQ::CTF::201	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::202	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::203	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::204	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::205	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::206	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::207	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::208	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::209	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::210	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::211	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::212	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::213	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::214	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::215	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::216	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::217	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::218	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::219	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::220	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::221	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::222	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::223	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::224	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::225	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::226	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::227	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::228	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::229	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::230	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::231	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::232	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::233	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::234	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::235	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::236	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::237	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::238	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::239	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::240	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::241	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::242	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::243	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::244	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::245	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::246	it	Il chiodo HSBR14 rimane sporgente: come correggere?	Aumentare leggermente la potenza del propulsore, verificare appoggio della base P560, evitare tolleranze eccessive tra lamiera e trave. Se il foro è compromesso, sostituire il connettore e riposizionare.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::247	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::248	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::249	it	Trucioli e polvere ostruiscono la zona: impatta sulla qualità?	Sì: rimuovere residui metallici e polvere prima del getto per garantire la corretta aderenza del cls attorno alla piastra e ai pioli.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::250	it	Il connettore si muove dopo la posa: cosa fare?	Probabile chiodatura non perfetta: controllare entrambi i chiodi, ripetere la posa in nuova sede e verificare l’aderenza lamiera/trave. Non utilizzare connettori instabili.	ctf	 troubleshooting	 qualità	 cantiere
FAQ::CTF::251	it	Come dimensiono il passo dei connettori lungo una trave di campata 4m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::252	it	Come dimensiono il passo dei connettori lungo una trave di campata 8m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::253	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::254	it	Come dimensiono il passo dei connettori lungo una trave di campata 4m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::255	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::256	it	Come dimensiono il passo dei connettori lungo una trave di campata 8m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::257	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::258	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::259	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::260	it	Come dimensiono il passo dei connettori lungo una trave di campata 6m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::261	it	Come dimensiono il passo dei connettori lungo una trave di campata 12m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::262	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::263	it	Come dimensiono il passo dei connettori lungo una trave di campata 12m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::264	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::265	it	Come dimensiono il passo dei connettori lungo una trave di campata 12m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::266	it	Come dimensiono il passo dei connettori lungo una trave di campata 8m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::267	it	Come dimensiono il passo dei connettori lungo una trave di campata 8m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::268	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::269	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::270	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::271	it	Come dimensiono il passo dei connettori lungo una trave di campata 15m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::272	it	Come dimensiono il passo dei connettori lungo una trave di campata 10m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::273	it	Come dimensiono il passo dei connettori lungo una trave di campata 15m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::274	it	Come dimensiono il passo dei connettori lungo una trave di campata 6m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::275	it	Come dimensiono il passo dei connettori lungo una trave di campata 12m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::276	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::277	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::278	it	Come dimensiono il passo dei connettori lungo una trave di campata 18m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::279	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::280	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::281	it	Come dimensiono il passo dei connettori lungo una trave di campata 18m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::282	it	Come dimensiono il passo dei connettori lungo una trave di campata 6m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::283	it	Come dimensiono il passo dei connettori lungo una trave di campata 15m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::284	it	Come dimensiono il passo dei connettori lungo una trave di campata 8m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::285	it	Come dimensiono il passo dei connettori lungo una trave di campata 4m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::286	it	Come dimensiono il passo dei connettori lungo una trave di campata 4m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::287	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::288	it	Come dimensiono il passo dei connettori lungo una trave di campata 5m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::289	it	Quali verifiche aggiuntive fare con azioni sismiche?	Verificare duttilità e gerarchia delle resistenze nella sezione composta; controllare scorrimenti, connessioni e dettagli costruttivi per prevenire perdita di collaborazione.	ctf	 progetto	 dimensionamento	
FAQ::CTF::290	it	Come dimensiono il passo dei connettori lungo una trave di campata 6m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::291	it	Come dimensiono il passo dei connettori lungo una trave di campata 12m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
FAQ::CTF::292	it	Come dimensiono il passo dei connettori lungo una trave di campata 12m?	Deriva dal diagramma di taglio tra anima trave e soletta. Calcolare la capacità di un connettore/gruppo e impostare interassi più fitti in mezzeria o dove lo richiedono i massimi tagli. Rispettare limiti costruttivi ed ETA.	ctf	 progetto	 dimensionamento	
